autoroute;sens;nom_aire;type;pk_texte;pk_km
A10;Sens Bordeaux - Paris;Poitou-Charentes;Service;Km 372;372
A10;Sens Bordeaux - Paris;Sainte-Néomaye;Repos;Km 362;362
A10;Sens Bordeaux - Paris;Sainte-Eanne;Repos;Km 347;347
A10;Sens Bordeaux - Paris;Rouillé-Pamproux;Service;Km 338;338
A10;Sens Bordeaux - Paris;Coulombiers;Repos;Km 324;324
A10;Sens Bordeaux - Paris;Quatre-Vents;Repos;Km 310;310
A10;Sens Bordeaux - Paris;Poitiers-Chincé;Service;Km 292;292
A10;Sens Bordeaux - Paris;Les Chagnats;Repos;Km 277;277
A10;Sens Bordeaux - Paris;Châtellerault-Usseau;Service;Km 265;265
A10;Sens Bordeaux - Paris;Nouâtre;Repos;Km 251;251
A10;Sens Bordeaux - Paris;La Fontaine Colette;Service;Km 234;234
A10;Sens Bordeaux - Paris;Sorigny;Repos;Km 228;228
A10;Sens Bordeaux - Paris;Le Moulin Rouge;Repos;Km 219;219
A10;Sens Bordeaux - Paris;Tours - Val de Loire;Service;Km 196;196
A10;Sens Bordeaux - Paris;Monnaie;Repos;Km 192;192
A10;Sens Bordeaux - Paris;La Picardière;Repos;Km 181;181
A10;Sens Bordeaux - Paris;Les Bruères;Repos;Km 166;166
A10;Sens Bordeaux - Paris;Blois-Ménars;Service;Km 143;143
A10;Sens Bordeaux - Paris;Brusolle;Repos;Km 127;127
A10;Sens Bordeaux - Paris;Beaugency-Messas;Service;Km 117;117
A10;Sens Bordeaux - Paris;Les Chauvry;Repos;Km 109;109
A10;Sens Bordeaux - Paris;Orléans-Gidy;Service;Km 90;90
A10;Sens Bordeaux - Paris;La Dauneuse;Repos;Km 75;75
A10;Sens Bordeaux - Paris;Val-Neuvy;Service;Km 57;57
A10;Sens Bordeaux - Paris;Marnières;Repos;Km 44;44
A10;Sens Bordeaux - Paris;Saint-Arnoult;Repos;Km 24;24
A10;Sens Bordeaux - Paris;Limours - Briis-sous-Forges;Service;Km 5;5
A11;Sens Paris - Nantes;Gourville;Repos;Km 35;35
A11;Sens Paris - Nantes;Chartres-Gasville;Service;Km 52;52
A11;Sens Paris - Nantes;Ver-lès-Chartres-Les Souchets;Repos;Km 66;66
A11;Sens Paris - Nantes;La Poêle Percée;Repos;Km 76;76
A11;Sens Paris - Nantes;La Charonnerie;Repos;Km 88;88
A11;Sens Paris - Nantes;Les Manoirs du Perche;Service;Km 99;99
A11;Sens Paris - Nantes;Les Charmes;Repos;Km 110;110
A11;Sens Paris - Nantes;Théligny;Repos;Km 123;123
A11;Sens Paris - Nantes;La Ferté-Bernard;Service;Km 136;136
A11;Sens Paris - Nantes;Parnouette;Repos;Km 150;150
A11;Sens Paris - Nantes;Le Haras de Maulepaire;Repos;Km 160;160
A11;Sens Paris - Nantes;La Sarthe - Sargé - Le Mans;Service;Km 166;166
A11;Sens Paris - Nantes;Pruillé-le-Chétif;Repos;Km 180;180
A11;Sens Paris - Nantes;Pirmil;Repos;Km 197;197
A11;Sens Paris - Nantes;Parcé-sur-Sarthe;Service;Km 211;211
A11;Sens Paris - Nantes;La Chapelle-Saint-Laud;Repos;Km 234;234
A11;Sens Paris - Nantes;Corzé;Repos;Km 244;244
A11;Sens Paris - Nantes;Bauné;Repos;Km 248;248
A11;Sens Paris - Nantes;Les Portes d'Angers;Service;Km 258;258
A11;Sens Paris - Nantes;Les Montilets;Repos;Km 284;284
A11;Sens Paris - Nantes;Varades-Pays de la Loire;Service;Km 301;301
A11;Sens Paris - Nantes;Ancenis;Repos;Km 315;315
A11;Sens Paris - Nantes;Le Cellier;Repos;Km 331;331
A11;Sens Nantes - Paris;Le Launay;Repos;Km 331;331
A11;Sens Nantes - Paris;Ancenis;Repos;Km 315;315
A11;Sens Nantes - Paris;Varades-Pays d'Ancenis;Service;Km 301;301
A11;Sens Nantes - Paris;Le Réveillon;Repos;Km 284;284
A11;Sens Nantes - Paris;Les Portes d'Angers;Service;Km 259;259
A11;Sens Nantes - Paris;Bauné;Repos;Km 248;248
A11;Sens Nantes - Paris;Corzé;Repos;Km 244;244
A11;Sens Nantes - Paris;La Chapelle-Saint-Laud;Repos;Km 234;234
A11;Sens Nantes - Paris;Parcé-sur-Sarthe;Service;Km 211;211
A11;Sens Nantes - Paris;Pirmil;Repos;Km 197;197
A11;Sens Nantes - Paris;Pruillé-le-Chétif;Repos;Km 180;180
A11;Sens Nantes - Paris;La Sarthe - Sargé - Le Mans;Service;Km 166;166
A11;Sens Nantes - Paris;La Martinière;Repos;Km 160;160
A11;Sens Nantes - Paris;La Charpenterie;Repos;Km 150;150
A11;Sens Nantes - Paris;Villaines-la-Gonais;Service;Km 136;136
A11;Sens Nantes - Paris;Montmirail;Repos;Km 123;123
A11;Sens Nantes - Paris;La Petite Jardinière;Repos;Km 110;110
A11;Sens Nantes - Paris;Brou-Dampierre;Service;Km 99;99
A11;Sens Nantes - Paris;La Leu;Repos;Km 88;88
A11;Sens Nantes - Paris;Les Dix-Sept-Setiers;Repos;Km 76;76
A11;Sens Nantes - Paris;Ver-lès-Chartres-Les Moineaux;Repos;Km 65;65
A11;Sens Nantes - Paris;Chartres-Bois-Paris;Service;Km 52;52
A11;Sens Nantes - Paris;Les Chaudonnes;Repos;Km 36;36
A11.1;Sens A11 - Le Mans;Le Mans Sud;Repos;Km 1;1
A11.1;Sens Le Mans - A11;Le Mans Sud;Repos;Km 1;1
A13;Sens Paris - Caen;Morainvilliers Nord;Service;Km 27;27
A13;Sens Paris - Caen;Epone Nord;Repos;Km 39;39
A13;Sens Paris - Caen;Buchelay;Repos;Km 49;49
A13;Sens Paris - Caen;Rosny-sur-Seine Nord;Service;Km 51;51
A13;Sens Paris - Caen;Villeneuve-en-Chevrie Nord;Repos;Km 59;59
A13;Sens Paris - Caen;Douains Nord;Repos;Km 69;69
A13;Sens Paris - Caen;Beauchêne Nord;Repos;Km 78;78
A13;Sens Paris - Caen;Heudebouville;Repos;Km 90;90
A13;Sens Paris - Caen;Vironvay Nord;Service;Km 93;93
A13;Sens Paris - Caen;Bord Nord;Repos;Km 101;101
A13;Sens Paris - Caen;Bosgouet Nord;Service;Km 128;128
A13;Sens Paris - Caen;Rougemontier;Repos;Km 139;139
A13;Sens Paris - Caen;Josapha;Repos;Km 148;148
A13;Sens Paris - Caen;Beuzeville (BPV);Repos;Km 167;167
A13;Sens Paris - Caen;Beuzeville Nord;Service;Km 170;170
A13;Sens Paris - Caen;Annebault;Repos;Km 193;193
A13;Sens Paris - Caen;Dozulé;Repos;Km 204;204
A13;Sens Paris - Caen;Giberville Nord;Service;Km 220;220
A13;Sens Caen - Paris;Giberville Sud;Service;Km 220;220
A13;Sens Caen - Paris;Dozulé;Repos;Km 204;204
A13;Sens Caen - Paris;Beaumont-en-Auge;Repos;Km 193;193
A13;Sens Caen - Paris;Beuzeville Sud;Service;Km 170;170
A13;Sens Caen - Paris;Beuzeville (BPV);Repos;Km 167;167
A13;Sens Caen - Paris;Moulin;Repos;Km 148;148
A13;Sens Caen - Paris;Eturqueraye Sud;Repos;Km 140;140
A13;Sens Caen - Paris;Bosgouet Sud;Service;Km 128;128
A13;Sens Caen - Paris;Bord Sud;Repos;Km 101;101
A13;Sens Caen - Paris;Vironvay Sud;Service;Km 93;93
A13;Sens Caen - Paris;Heudebouville;Repos;Km 90;90
A13;Sens Caen - Paris;Beauchêne Sud;Repos;Km 78;78
A13;Sens Caen - Paris;Douains Sud;Repos;Km 69;69
A13;Sens Caen - Paris;Villeneuve-en-Chevrie Sud;Repos;Km 59;59
A13;Sens Caen - Paris;Rosny-sur-Seine Sud;Service;Km 51;51
A13;Sens Caen - Paris;Buchelay;Repos;Km 49;49
A13;Sens Caen - Paris;Epone Sud;Repos;Km 39;39
A13;Sens Caen - Paris;Morainvilliers Sud;Service;Km 27;27
A14;Sens Orgeval - Nanterre;Montesson;Repos;Km 8;8
A14;Sens Nanterre - Orgeval;Montesson;Repos;Km 8;8
A15;Sens Gennevilliers - Cergy-Pontoise;Cergy-Pontoise;Service;Km 18;18
A15;Sens Cergy-Pontoise - Gennevilliers;Cergy-Pontoise;Service;Km 18;18
A16;Sens Paris - Belgique;Amblainville;Repos;Km 42;42
A16;Sens Paris - Belgique;Lormaison Est;Repos;Km 49;49
A16;Sens Paris - Belgique;Auteuil;Repos;Km 64;64
A16;Sens Paris - Belgique;Le Chêne Peuquet;Repos;Km 76;76
A16;Sens Paris - Belgique;Hardivilliers;Service;Km 92;92
A16;Sens Paris - Belgique;La Vallée de la Selle;Repos;Km 110;110
A16;Sens Paris - Belgique;Vignacourt Est;Repos;Km 139;139
A16;Sens Paris - Belgique;Le Haut Clocher;Repos;Km 159;159
A16;Sens Paris - Belgique;La Baie de Somme;Service;Km 179;179
A16;Sens Paris - Belgique;Le Bois de la Commanderie;Repos;Km 203;203
A16;Sens Paris - Belgique;Les Falaises de Widehem Est;Repos;Km 227;227
A16;Sens Paris - Belgique;Herquelingue;Repos;Km 242;242
A16;Sens Paris - Belgique;L'Épitre;Service;Km 285;285
A16;Sens Paris - Belgique;Offekerque;Repos;Km 292;292
A16;Sens Paris - Belgique;Téteghem Sud;Repos;Km 328;328
A16;Sens Paris - Belgique;Ghyvelde;Repos;Km 338;338
A16;Sens Belgique - Paris;Les Moëres;Repos;Km 338;338
A16;Sens Belgique - Paris;Téteghem Nord;Repos;Km 330;330
A16;Sens Belgique - Paris;Grande-Synthe;Service;Km 319;319
A16;Sens Belgique - Paris;Saint-Georges-sur-l'Aa;Repos;Km 304;304
A16;Sens Belgique - Paris;Le Beau Marais;Repos;Km 287;287
A16;Sens Belgique - Paris;Les Deux Caps;Service;Km 268;268
A16;Sens Belgique - Paris;Herquelingue;Repos;Km 242;242
A16;Sens Belgique - Paris;Les Falaises de Widehem Ouest;Repos;Km 228;228
A16;Sens Belgique - Paris;Le Fond de la Commanderie;Repos;Km 204;204
A16;Sens Belgique - Paris;La Baie de Somme;Service;Km 179;179
A16;Sens Belgique - Paris;La Hétroye;Repos;Km 159;159
A16;Sens Belgique - Paris;Vignacourt Ouest;Repos;Km 139;139
A16;Sens Belgique - Paris;La Vallée de la Selle Ouest;Repos;Km 110;110
A16;Sens Belgique - Paris;Hardivillers;Service;Km 92;92
A16;Sens Belgique - Paris;Le Grand Bois;Repos;Km 76;76
A16;Sens Belgique - Paris;Le Grand Courtil;Repos;Km 64;64
A16;Sens Belgique - Paris;Lormaison Ouest;Repos;Km 49;49
A16;Sens Belgique - Paris;Amblainville;Repos;Km 42;42
A19;Sens Artenay - Sens;Mauregard;Repos;Km 111;111
A19;Sens Artenay - Sens;Les Jardins du Loiret;Service;Km 80;80
A19;Sens Artenay - Sens;Cepoy;Repos;Km 58;58
A19;Sens Artenay - Sens;Philippe Rossi;Repos;Km 42;42
A19;Sens Artenay - Sens;Villeroy;Service;Km 16 (10 km au sud-ouest de Sens);16
A19;Sens Sens - Artenay;Villeroy;Service;Km 16;16
A19;Sens Sens - Artenay;Chantecoq;Repos;Km 42;42
A19;Sens Sens - Artenay;La Vallée du Loing;Repos;Km 58;58
A19;Sens Sens - Artenay;Les Jardins du Loiret;Service;Km 80;80
A19;Sens Sens - Artenay;Teillay;Repos;Km 111;111
A20;Sens Vierzon - Toulouse;Vierzon Nord;Repos;Km 1;1
A20;Sens Vierzon - Toulouse;Les Champs-d'Amour;Service;Km 26;26
A20;Sens Vierzon - Toulouse;Les Avionneurs;Repos;Km 52;52
A20;Sens Vierzon - Toulouse;Les Mille Étangs;Service;Km 75;75
A20;Sens Vierzon - Toulouse;La Marche Occitane;Repos;Km 99;99
A20;Sens Vierzon - Toulouse;Bois Mandé;Service;Km 125;125
A20;Sens Vierzon - Toulouse;La Coulerouze;Repos;Km 142;142
A20;Sens Vierzon - Toulouse;Limoges-Ouest;Service;km 173;173
A20;Sens Vierzon - Toulouse;Briance-Ligoure;Repos;km 204;204
A20;Sens Vierzon - Toulouse;La Porte de Corrèze;Service;Km 224;224
A20;Sens Vierzon - Toulouse;Le Puy de Grâce;Repos;Km 247;247
A20;Sens Vierzon - Toulouse;Pech Montat;Service;Km 290;290
A20;Sens Vierzon - Toulouse;Gignac;Repos;Km 294;294
A20;Sens Vierzon - Toulouse;Aire-Jardin des Causses du Lot;Service;Km 334;334
A20;Sens Vierzon - Toulouse;La Combe du Tréboulou;Repos;Km 367;367
A20;Sens Vierzon - Toulouse;Le Bois de Dourre;Service;Km 387;387
A20;Sens Vierzon - Toulouse;Montauban-Nord;Repos;Km 411;411
A20;Sens Vierzon - Toulouse;Nauze-Vert;Service;Km 427;427
A20;Sens Vierzon - Toulouse;Montauban-Sud;Repos;Km 437;437
A20;Sens Toulouse - Vierzon;Montauban-Sud;Repos;Km 437;437
A20;Sens Toulouse - Vierzon;Montauban-Nord;Repos;Km 411;411
A20;Sens Toulouse - Vierzon;Le Bois de Dourre;Service;Km 387;387
A20;Sens Toulouse - Vierzon;La Combe du Tréboulou;Repos;Km 367;367
A20;Sens Toulouse - Vierzon;Aire-Jardin des Causses du Lot;Service;Km 334;334
A20;Sens Toulouse - Vierzon;Gignac;Repos;Km 294;294
A20;Sens Toulouse - Vierzon;Pech Montat;Service;Km 290;290
A20;Sens Toulouse - Vierzon;Le Puy de Grâce;Repos;Km 247;247
A20;Sens Toulouse - Vierzon;La Porte de Corrèze;Service;Km 224;224
A20;Sens Toulouse - Vierzon;Briance-Ligoure;Repos;Km 204;204
A20;Sens Toulouse - Vierzon;Limoges-Est;Service;Km 173;173
A20;Sens Toulouse - Vierzon;La Coulerouze;Repos;Km 142;142
A20;Sens Toulouse - Vierzon;Bois Mandé;Service;Km 125;125
A20;Sens Toulouse - Vierzon;Le Val de Creuse;Repos;Km 99;99
A20;Sens Toulouse - Vierzon;Le Val de l'Indre;Service;Km 75;75
A20;Sens Toulouse - Vierzon;Les Blés d'Or;Repos;Km 52;52
A20;Sens Toulouse - Vierzon;Les Champs-d'Amour;Service;Km 26;26
A20;Sens Toulouse - Vierzon;Vierzon Nord;Repos;Km 1;1
A23;Sens Lille - Valenciennes;Genech;Service;Km 41 (10 km au sud de Lille);41
A23;Sens Lille - Valenciennes;La Scarpe;Repos;Km 27 (5 km à l'est de Saint-Amand-les-Eaux);27
A23;Sens Valenciennes - Lille;Petite-Forêt;Service;Km 10 (10 km au Nord de Valenciennes);10
A23;Sens Valenciennes - Lille;La Scarpe;Repos;Km 27 (5 km à l'est de Saint-Amand-les-Eaux);27
A25;Sens Lille - Dunkerque;Steenwerck;Repos;Km 22;22
A25;Sens Lille - Dunkerque;Saint-Laurent;Service;Km 44;44
A25;Sens Dunkerque - Lille;Saint-Eloi;Service;Km 44;44
A25;Sens Dunkerque - Lille;Steenwerck;Repos;Km 23;23
A26;Sens Calais - Troyes;Zutkerque;Repos;Km 15;15
A26;Sens Calais - Troyes;Setques;Repos;Km 33;33
A26;Sens Calais - Troyes;Grand Riez;Repos;Km 46;46
A26;Sens Calais - Troyes;Rely;Service;Km 55;55
A26;Sens Calais - Troyes;Le Réveillon;Repos;Km 67;67
A26;Sens Calais - Troyes;Souchez;Service;Km 90;90
A26;Sens Calais - Troyes;Les Trois Crêtes;Repos;Km 100;100
A26;Sens Calais - Troyes;Le Bois d'Huez;Repos;Km 112;112
A26;Sens Calais - Troyes;Baralle;Service;Km 122;122
A26;Sens Calais - Troyes;La Vacquerie;Repos;Km 140;140
A26;Sens Calais - Troyes;L'Omignon;Repos;Km 161;161
A26;Sens Calais - Troyes;Urvillers;Service;Km 178;178
A26;Sens Calais - Troyes;St-Brice;Repos;Km 199;199
A26;Sens Calais - Troyes;La Croisette;Repos;Km 217;217
A26;Sens Calais - Troyes;Mont de Nizy;Service;Km 239;239
A26;Sens Calais - Troyes;Cauroy;Repos;Km 249;249
A26;Sens Calais - Troyes;Courcy;Repos;Km 254;254
A26;Sens Calais - Troyes;La Garenne;Repos;Km 310;310
A26;Sens Calais - Troyes;Sommesous;Service;Km 336;336
A26;Sens Calais - Troyes;Champ Carreau;Repos;Km 348;348
A26;Sens Calais - Troyes;Charmont-sous-Barbuise;Repos;Km 373;373
A26;Sens Calais - Troyes;Villechétif;Repos;Km 383;383
A26;Sens Troyes - Calais;Crocs de la Terre;Repos;Km 383;383
A26;Sens Troyes - Calais;Charmont-sous-Barbuise;Repos;Km 373;373
A26;Sens Troyes - Calais;Champ-L'Epée;Repos;Km 348;348
A26;Sens Troyes - Calais;Sommesous;Service;Km 336;336
A26;Sens Troyes - Calais;La Bardolle;Repos;Km 317;317
A26;Sens Troyes - Calais;Les Grands Traquiers;Repos;Km 303;303
A26;Sens Troyes - Calais;Courcy;Repos;Km 254;254
A26;Sens Troyes - Calais;Loivre;Repos;Km 249;249
A26;Sens Troyes - Calais;Champ-Roland;Service;Km 239;239
A26;Sens Troyes - Calais;Les Pélerins;Repos;Km 219;219
A26;Sens Troyes - Calais;Le Broyon;Repos;Km 199;199
A26;Sens Troyes - Calais;Urvillers;Service;Km 178;178
A26;Sens Troyes - Calais;La Haute Bruyière;Repos;Km 161;161
A26;Sens Troyes - Calais;Le Plateau;Repos;Km 140;140
A26;Sens Troyes - Calais;Rumaucourt;Service;Km 122;122
A26;Sens Troyes - Calais;Les Bonnettes;Repos;Km 111;111
A26;Sens Troyes - Calais;La Cressonnière;Repos;Km 100;100
A26;Sens Troyes - Calais;Angres;Service;Km 90;90
A26;Sens Troyes - Calais;La Grande Bucaille;Repos;Km 67;67
A26;Sens Troyes - Calais;St-Hilaire Cottes;Service;Km 55;55
A26;Sens Troyes - Calais;Villefleur;Repos;Km 46;46
A26;Sens Troyes - Calais;Setques;Repos;Km 33;33
A26;Sens Troyes - Calais;Nortkerque;Repos;Km 13;13
A28;Sens Abbeville - Tours;Behen;Repos;Km 13;13
A28;Sens Abbeville - Tours;Le Translay;Service;Km 24;24
A28;Sens Abbeville - Tours;Le Bois du Coudroy;Repos;Km 46;46
A28;Sens Abbeville - Tours;Maucomble;Service;Km 69;69
A28;Sens Abbeville - Tours;Quincampoix;Repos;Km 90;90
A28;Sens Abbeville - Tours;Le Roumois;Repos;Km 284;284
A28;Sens Abbeville - Tours;Le Domaine d'Harcourt;Repos;Km 271;271
A28;Sens Abbeville - Tours;Risle et Charentonne;Repos;Km 249;249
A28;Sens Abbeville - Tours;Les Haras;Service;Km 210;210
A28;Sens Abbeville - Tours;Les Sources de l'Orne;Repos;Km 184;184
A28;Sens Abbeville - Tours;La Dentelle d'Alençon;Service;Km 161;161
A28;Sens Abbeville - Tours;Joël Boisgard;Repos;Km 134;134
A28;Sens Abbeville - Tours;Les Perrières;Repos;Km 83;83
A28;Sens Abbeville - Tours;Sarthe-Touraine;Service;Km 50;50
A28;Sens Abbeville - Tours;Saint-Christophe-sur-le-Nais;Repos;Km 47;47
A28;Sens Abbeville - Tours;Chantemerle;Repos;Km 32;32
A28;Sens Tours - Abbeville;Chenardière;Repos;Km 32;32
A28;Sens Tours - Abbeville;Saint-Christophe-sur-le-Nais;Repos;Km 47;47
A28;Sens Tours - Abbeville;Sarthe-Touraine;Service;Km 50;50
A28;Sens Tours - Abbeville;Croiselles;Repos;Km 83;83
A28;Sens Tours - Abbeville;La Suzannerie;Repos;Km 134;134
A28;Sens Tours - Abbeville;La Dentelle d'Alençon;Service;Km 161;161
A28;Sens Tours - Abbeville;Les Sources de l'Orne;Repos;Km 184;184
A28;Sens Tours - Abbeville;Les Haras;Service;Km 210;210
A28;Sens Tours - Abbeville;Risle et Charentonne;Repos;Km 249;249
A28;Sens Tours - Abbeville;Le Domaine d'Harcourt;Repos;Km 271;271
A28;Sens Tours - Abbeville;Le Roumois;Repos;Km 284;284
A28;Sens Tours - Abbeville;Quincampoix;Repos;Km 90;90
A28;Sens Tours - Abbeville;Bosc-Mesnil;Service;Km 69;69
A28;Sens Tours - Abbeville;Le Bois du Coudroy;Repos;Km 46;46
A28;Sens Tours - Abbeville;Le Translay;Service;Km 24;24
A28;Sens Tours - Abbeville;Behen;Repos;Km 13;13
A29;Sens Saint-Quentin - Caen;Athies;Repos;Km 245;245
A29;Sens Saint-Quentin - Caen;Villers-Bretonneux;Service;Km 211;211
A29;Sens Saint-Quentin - Caen;Jules Verne;Repos;Km 202;202
A29;Sens Saint-Quentin - Caen;Dury;Repos;Km 190;190
A29;Sens Saint-Quentin - Caen;Croixrault;Service;Km 165;165
A29;Sens Saint-Quentin - Caen;Le Moulin de Pierre;Repos;Km 143;143
A29;Sens Saint-Quentin - Caen;Cottévrard;Repos;Km 105;105
A29;Sens Saint-Quentin - Caen;Saint-Martin-aux-Arbres;Repos;Km 78;78
A29;Sens Saint-Quentin - Caen;Ecretteville-lès-Baons;Repos;Km 63;63
A29;Sens Saint-Quentin - Caen;Bolleville Nord;Service;Km 52;52
A29;Sens Saint-Quentin - Caen;Saint-Romain de Colbosc;Repos;Km 34;34
A29;Sens Saint-Quentin - Caen;La Baie de Seine;Repos;Km 20;20
A29;Sens Saint-Quentin - Caen;Quetteville;Repos;Km 1;1
A29;Sens Caen - Saint-Quentin;Quetteville;Repos;Km 1;1
A29;Sens Caen - Saint-Quentin;La Baie de Seine;Repos;Km 20;20
A29;Sens Caen - Saint-Quentin;Saint-Romain de Colbosc;Repos;Km 34;34
A29;Sens Caen - Saint-Quentin;Bolleville Sud;Service;Km 52;52
A29;Sens Caen - Saint-Quentin;Ecretteville;Repos;Km 63;63
A29;Sens Caen - Saint-Quentin;Saint Martin aux Arbres;Repos;Km 78;78
A29;Sens Caen - Saint-Quentin;Cottévrard;Repos;Km 105;105
A29;Sens Caen - Saint-Quentin;La Mare au Bois;Repos;Km 143;143
A29;Sens Caen - Saint-Quentin;Croixrault;Service;Km 165;165
A29;Sens Caen - Saint-Quentin;Dury;Repos;Km 190;190
A29;Sens Caen - Saint-Quentin;Villers-Bretonneux;Service;Km 211;211
A29;Sens Caen - Saint-Quentin;Athies;Repos;Km 245;245
A30;Sens Metz - Longwy;La Castine;Repos;Km 13;13
A30;Sens Longwy - Metz;Le Bois des Tillots;Repos;Km 15;15
A31;Sens Beaune - Luxembourg;Corgoloin;Repos;Km 8;8
A31;Sens Beaune - Luxembourg;Boncourt-le-Bois;Repos;Km 17;17
A31;Sens Beaune - Luxembourg;Gevrey-Chambertin;Service;Km 26;26
A31;Sens Beaune - Luxembourg;Le Pré d'Azur;Repos;Km 44;44
A31;Sens Beaune - Luxembourg;Dijon-Spoy;Service;Km 57;57
A31;Sens Beaune - Luxembourg;La Villa des Tuillières;Repos;Km 76;76
A31;Sens Beaune - Luxembourg;La Combe Suzon;Repos;Km 88;88
A31;Sens Beaune - Luxembourg;Langres - Noidant;Service;Km 103;103
A31;Sens Beaune - Luxembourg;Le Val de Gris;Repos;Km 122;122
A31;Sens Beaune - Luxembourg;Le Val de Meuse;Service;Km 138;138
A31;Sens Beaune - Luxembourg;Le Bois de Chaumont;Repos;Km 162;162
A31;Sens Beaune - Luxembourg;Lorraine-Sandaucourt-les-Rappes;Service;Km 182;182
A31;Sens Beaune - Luxembourg;Le Val au Renard;Repos;Km 201;201
A31;Sens Beaune - Luxembourg;Malvaux;Repos;Km 211;211
A31;Sens Beaune - Luxembourg;Gye;Repos;Km 225;225
A31;Sens Beaune - Luxembourg;Toul;Service;Km 232;232
A31;Sens Beaune - Luxembourg;La Forêt de Haye;Repos;Km 239;239
A31;Sens Beaune - Luxembourg;Loisy;Service;Km 272;272
A31;Sens Beaune - Luxembourg;Le Bois du Juré;Repos;Km 279;279
A31;Sens Beaune - Luxembourg;La Maxe;Service;Km 307;307
A31;Sens Beaune - Luxembourg;Entrange;Repos;Km 341;341
A31;Sens Luxembourg - Beaune;Thionville - Porte de France;Repos;Km 341;341
A31;Sens Luxembourg - Beaune;Saint-Rémy;Service;Km 311;311
A31;Sens Luxembourg - Beaune;Lesménils;Repos;Km 279;279
A31;Sens Luxembourg - Beaune;L'Obrion;Service;Km 272;272
A31;Sens Luxembourg - Beaune;Toul;Service;Km 232;232
A31;Sens Luxembourg - Beaune;Gye;Repos;Km 225;225
A31;Sens Luxembourg - Beaune;Faverosse;Repos;Km 211;211
A31;Sens Luxembourg - Beaune;Grand-Chêne;Repos;Km 201;201
A31;Sens Luxembourg - Beaune;Lorraine-Sandaucourt-la-Trelle;Service;Km 182;182
A31;Sens Luxembourg - Beaune;Grand-Repenti;Repos;Km 162;162
A31;Sens Luxembourg - Beaune;Montigny-le-Roi;Service;Km 138;138
A31;Sens Luxembourg - Beaune;Côte Robert;Repos;Km 122;122
A31;Sens Luxembourg - Beaune;Langres-Perrogney;Service;Km 103;103
A31;Sens Luxembourg - Beaune;Fontenelle;Repos;Km 88;88
A31;Sens Luxembourg - Beaune;Ste-Gertrude;Repos;Km 76;76
A31;Sens Luxembourg - Beaune;Dijon-Brognon;Service;Km 57;57
A31;Sens Luxembourg - Beaune;La Tille;Repos;Km 44;44
A31;Sens Luxembourg - Beaune;Gevrey-Chambertin;Service;Km 26;26
A31;Sens Luxembourg - Beaune;Flagey-Echezeaux;Repos;Km 17;17
A31;Sens Luxembourg - Beaune;Serrigny;Repos;Km 8;8
A33;Sens Nancy - Strasbourg;Clairlieu;Repos;Km 5;5
A33;Sens Strasbourg - Nancy;Villers;Repos;Km 5;5
A34;Sens Reims - Sedan;Taissy;Repos;Km 1;1
A34;Sens Reims - Sedan;Ardennes (Woinic);Service;Km 24;24
A34;Sens Reims - Sedan;La Chapelle;Repos;RN58 , Km 2;58
A34;Sens Sedan - Reims;La Chapelle;Repos;RN58 , Km 2;58
A34;Sens Sedan - Reims;Ardennes (Woinic);Service;Km 24;24
A34;Sens Sedan - Reims;Taissy;Repos;Km 1;1
A35;Sens Lauterbourg - Bâle;Le Landgraben;Repos;Km 241;241
A35;Sens Lauterbourg - Bâle;Ostwald;Service;Km 67;67
A35;Sens Lauterbourg - Bâle;Le Haut-Koenigsbourg;Service;Km 47;47
A35;Sens Lauterbourg - Bâle;Le Fronholz;Repos;Km 72;72
A35;Sens Bâle - Lauterbourg;Battenheim;Service;Km 94;94
A35;Sens Bâle - Lauterbourg;La Plaine;Repos;Km 77;77
A35;Sens Bâle - Lauterbourg;Le Haut-Koenigsbourg;Service;Km 47;47
A35;Sens Bâle - Lauterbourg;Ostwald;Service;Km 67;67
A35;Sens Bâle - Lauterbourg;La Pfeffermatt;Repos;Km 241;241
A35;Sens Bâle - Lauterbourg;Roeschwoog;Repos;Km 219;219
A36;Sens Beaune - Mulhouse;Villy-le-Moutier;Repos;Km 209;209
A36;Sens Beaune - Mulhouse;Le Bois Guillerot;Service;Km 201;201
A36;Sens Beaune - Mulhouse;Les Noues;Repos;Km 185;185
A36;Sens Beaune - Mulhouse;Sampans;Repos;Km 172;172
A36;Sens Beaune - Mulhouse;Dole Audelange;Service;Km 160;160
A36;Sens Beaune - Mulhouse;Le Bois de Servole;Repos;Km 138;138
A36;Sens Beaune - Mulhouse;Le Bois de Frachère;Repos;Km 129;129
A36;Sens Beaune - Mulhouse;Besançon Marchaux;Service;Km 112;112
A36;Sens Beaune - Mulhouse;Chevaney;Repos;Km 101;101
A36;Sens Beaune - Mulhouse;La Combe de Fougère;Repos;Km 84;84
A36;Sens Beaune - Mulhouse;Charme;Repos;Km 75;75
A36;Sens Beaune - Mulhouse;Saint-Maurice;Repos;Km 66;66
A36;Sens Beaune - Mulhouse;Écot;Service;Km 60;60
A36;Sens Beaune - Mulhouse;La Forêt;Repos;Km 28;28
A36;Sens Beaune - Mulhouse;Fontaine;Repos;Km 24;24
A36;Sens Beaune - Mulhouse;Le Haut Bois;Repos;Km 20;20
A36;Sens Beaune - Mulhouse;La Porte d'Alsace;Service;Km 11;11
A36;Sens Mulhouse - Beaune;La Porte d'Alsace;Service;Km 11;11
